reviewId,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,version
e627a183-0c0d-4004-8070-4a9478b1181b,Prasetya Arya,sangat membantu,5,0,2025-10-18T18:28:00,,,
51548e55-5246-4947-946c-7cfc96312f73,Hasyim Ahmad,sangat membantu dalam perjalanan,5,0,2025-10-18T18:20:35,,,5.35.1
4ba038cc-7133-4c4b-a121-b68dc2b4affa,Brianna & Zavier Family,"oke , promonya Asyik. jadi bisa kasih tips buat driver",5,0,2025-10-18T17:38:29,,,5.35.1
1dfb919e-d0e4-4c42-a11b-14acb338a0de,Restu Satria silalahi,kenapa Makin Mahal Ongkos perjalanan?,3,1,2025-10-18T17:37:36,"Mohon maaf atas ketidaknyamanannya, Kak Restu. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-10-18T18:01:33,5.35.1
476610bf-d03c-4f7b-a275-a819d0b536aa,Winda Kusumayana,"driver ramah tamah keamanan pengemudi , sip jos , mau kmana"" GK pkek ribet",5,0,2025-10-18T17:25:31,,,5.35.1
183a1e68-0399-475d-9c6c-21da75f89ba0,Herik Sukendra,baik walaupun datang telat,5,0,2025-10-18T17:19:24,,,5.35.1
7704c8fa-4529-480c-bfa7-f6943a18f999,Jaja Miharja,Gojek sekarang parah untuk pengantaran food dibawa muter2. dulu sama driver... jadi nunggunya lama,3,1,2025-10-18T17:12:04,,,
bf35dfc1-9f70-4cc4-aee7-24b60db9fc63,Roni Hasan Basri,Aplikator dengan potongan sangat wahh Sementara driver cuman dapat sedikit Argo lebih besar ke aplikator drpd ke driver👎👎👎,1,2,2025-10-18T16:32:52,"Hai Kak Roni, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Maura",2025-10-18T17:59:57,4.81.2
9b912b7a-e189-451b-aa01-05cb5f4382b5,Arya Hakiem,pokoke is the best apalagi kalo banyak promo,5,0,2025-10-18T16:22:51,,,5.35.1
1c8d98d7-6e36-4b01-ae6e-e3cbce39c161,Sussysurell,"tibatiba gopaylater di blokir, padahal selalu pakai go ride dan go foodnya aneeeeh bgt",1,1,2025-10-18T16:22:36,"Hai Sussysurell, terima kasih atas ulasanmu. Kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Meta",2022-07-26T11:19:53,4.40.1
