reviewId,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,version
a3dd688c-7a46-4671-a837-bac6cfe63be7,Sondang Komariah,Dulu sering dpt diskon tp skr jarang. Congrats & trims gojek banyak bantu,5,1,2023-11-25T22:08:52,,,4.74.2
2c7b72fb-3e22-438a-9882-33135d3099e1,Kodel chann,Gopaylater ga bs di pake,1,2,2023-11-25T22:04:00,,,4.77.1
eae6f909-8907-48e0-b912-8768bc1a42b8,Muhammad Alby Alby,Mantap,4,1,2023-11-25T21:41:09,,,
dfa14887-470c-42e7-b334-e45e9dc91071,wkwk ya,aplikasi nya kerennn bangett,5,1,2023-11-25T21:37:58,,,
90cec715-ce2c-4f2c-8e9e-951e5dbaf335,Nur Hasanah,Aplikasi yg sangat membantu apalagi KL lagi lapar trus pngen cari makanan tapi mager dirumah karena habis hujan,5,1,2023-11-25T21:28:57,,,4.78.2
b56aa32c-bcd2-4234-9e60-19c90d802cbb,Mahayuda M.,"Gojek kntl, org mau verifikasi rek bank gabisa trs, katanya kebanyakan verifikasi, org baru sekali juga, mana diburu waktu mau transfer jadi telat, gaguna👎👎👎👎, dah gitu alamat patokan antara titik lokasi ama alamat yg tertera dilempar jauh di gofood, jengkelin orang lagi lapar jdi emosi gegara lama nungguin alamat dilempar gajelas ama gojek asu.",1,2,2023-11-25T21:20:53,"Hai Mahayuda, maaf atas kendala yang kamu alami. Mengenai kendala tersebut, silakan laporkan melalui email ke customerservice@go-jek.com dengan melampirkan kode psr-22-254-0137-270066 pada subject email agar tim kami bisa bantu cek lebih lanjut. ^Viska",2022-09-11T09:36:26,4.78.3
d8f9ab35-62b4-4388-8956-cb9f9942adb5,vannisha apriliya,"Aplikasi ini sangat membantu banget ketika kalau pulang malam bingung mau cari transportasi dan dikala tengah malam tiba2 lapar, Abang gojek selalu gercep",5,1,2023-11-25T21:19:19,,,
62b4df09-b5a9-48dd-8d98-ed0ea5aef366,Dhiya Fajri,"Kapitalis bngt skarang , dulu ada mode ongkir hemat pas udh update tau"" ilang fiturnya jadi mahal bngt ongkir sama pajak dibanding beli makan nya",2,2,2023-11-25T21:08:59,"Hai Kak Dhiya, mohon maaf atas ketidaknyamanannya. Saat ini kamu masih bisa menggunakan fitur 'Mode Hemat', ya. Untuk menggunakan fitur 'Mode Hemat', pilih menu GoFood dan klik 'Free delivery Hemat/Ongkir 3k Hemat'. Promo tersedia di jam jam tertentu, kami sarankan Kakak untuk melakukan pengecekan secara berkala ya. ^Ve",2023-11-25T22:57:37,
e89c553a-6093-4c34-8abe-1067494ebb2a,Suratno Kang,"Keseringan Update, sangat menggangu.",1,2,2023-11-25T21:08:19,"Hai Kak Suratno, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Ve",2023-11-25T22:52:46,
0bbcb9c2-4a11-4f37-9d48-4f55168100b4,Vicky m,"begitu ada nya, aplikasi jadi jelek",1,2,2023-11-25T21:07:06,"Hai Kak Vicky, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Ve",2023-11-25T22:49:13,4.78.3
f0a3f429-b628-46e5-ab16-d8c1f8ec491f,Jiman Jimen,Biar bintang yg bicara,5,1,2023-11-25T21:04:20,,,4.78.3
c2e31907-a8f2-46d6-9ce6-8d2834e6429a,Febrian Ilhamsyah,Semenjak ada gojek didaerah ku aku jadi lebih mudah pergi kemana mana dan murah,5,1,2023-11-25T21:02:59,,,4.78.3
