reviewId,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,version
3949957e-4e56-4c31-b78b-85aa7800ff41,wulansari,aplikasi nya membantu banget saya sukaa,5,0,2025-04-08T17:48:04,,,5.14.2
589fbf51-3923-450e-9012-70eb73ea2853,Andrew Setiawan,"mau cancel pesanan menu makanan,Malah ngga bisa ngga ada tombol cancel nya ya..",1,7,2025-04-08T17:47:05,"Hai Kak Andrew, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Melisa",2025-04-08T18:35:48,5.14.2
7153a2ea-bae5-49a3-a148-0b6d4271968a,Jujun Junaedi,sangat memudahkan perjalanan,5,0,2025-04-08T17:46:30,,,5.9.1
58de24fe-f2e5-4c04-8b5b-70b1c6bc5d89,adrina parhusip,baik,5,0,2025-04-08T17:36:01,,,
af2e5ef8-cc79-4bc4-a3e0-47d02cc4fc02,Qonitah Aqilah Az zahra,"hari ini 5 kali order selalu otomatis cancel lalu pakai hp kakak langsung bisa, lalu baca ulasan di sini ternyata banyak yg sama otomatis ditolak saat order. ternyata karna saya dapat voucher promo potongan harga sedangkan punya kakak tidak ada jadi langsung bisa. Ngeselin buang² waktu saja pakai aplikasi gojek ini. berangkat pulang gak bisa dipakai nih aplikasi",1,7,2025-04-08T17:10:56,"Hai Kak Qonitah, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membatalkan pesanan saya"" pada kolom pencarian ya. ^Melisa",2025-04-08T18:33:40,5.14.2
6cab5df5-a1fb-450d-acaa-7c6ba3e0e44f,Aulia Zahra,i love gojek karena banyak bgt promonya😋🥰🫰🏻🫰🏻🫰🏻 oiya tambahin lagi promonya y min🥰🫰🏻,5,0,2025-04-08T17:09:56,,,5.14.2
6dd8ce35-391c-4b05-8116-cb9162da834e,Hendra Capitol,Kenapa ongkos ojek naik? Kan harga bensin ga naik,2,1,2025-04-08T17:06:28,"Mohon maaf atas ketidaknyamanannya, Kak Hendra. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Melisa
",2025-04-08T18:31:50,
baec3eed-833c-4bdc-a94c-4c831780023a,Nanul Prasetyo,sangat membantu,5,0,2025-04-08T17:04:45,,,5.15.1
bbffc551-1c88-497d-90e3-dc34ada0910c,Nur fuuad Fuaad,sangat membantu 👍👍👍,5,0,2025-04-08T17:00:52,,,5.14.2
7eecbe2c-b3ce-4234-9100-4dc99c27cce8,siti citra,kadang suka cepet...kadang juga suka ngeselin karna driver kurang sabaran trs kasar udh gitu suka main cancel tanpa pemberitahuan lg,5,0,2025-04-08T16:26:59,,,5.15.1
06ab8c8b-9d46-4ccd-a27d-6847a6c2b4db,Dwi Riyanti,pelayanan memuaskan 👍,5,0,2025-04-08T16:25:07,,,5.15.1
cd020bc3-0335-4359-a627-1f19c2a8fe94,inces tasya,"mau kemana2 mudah, belanja bun jadi efisien, mantap.",5,0,2025-04-08T16:03:26,,,
420fab1d-0111-4cc2-889d-433710e58b16,Kaori,"Pesan gofood 1 jam lebih ga dapat driver sama sekali setelah chat ke customer service di bilangnya udah dapat driver dan sedang menuju ke lokasi ternyata ga ada sama sekali di tunggu 30 menitan tetep ga ada, chat 3 kali csnya tetep bilang driver menuju ke lokasi setelah lama di biarkan malah langsung di cancel, kalau gt cancel aja dari awal, sudah 2 hari ga dapat driver terus!",1,3,2025-04-08T15:57:57,"Hai Kak Kaori, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Melisa
",2025-04-08T16:50:51,5.10.1
a7979418-4c88-478f-8e58-55fc4d134a97,Desi Susanti,aman cepat ramah,5,0,2025-04-08T15:53:16,,,5.14.2
3c671a7d-f945-4e44-bf75-4c3076db8dce,senja diujungawan,wahh perkembangan gojek sudah oke... cuma ga bisa di lacak gpsnya pesanan kita ada dimana... swmoga terus berkembang ya gojek... ke drivernya jika sang driver sudah acc order kita atau dapat mengantar kita jadi driver nya lebih hemat pulsa lagi jadi tersambungnya ke internet,5,5,2025-04-08T15:42:47,"Hai Prasasti tri wijayanti, terima kasih atas tanggapan Anda mengenai layanan kami. Kami telah menyampaikan ide Anda kepada tim terkait dan kami akan memberikan solusi terbaik. Jika Anda memiliki pertanyaan atau tanggapan lain mengenai layanan GO-JEK, silakan e-mail kami ke customerservice@go-jek.com",2018-02-09T21:59:14,5.15.1
eab7af33-97ac-4de6-973b-8ba7159c0a2d,Akmal Haidar,puas dan simpel jadi tinggal tunggu dirumah harga juga terjangkau,5,0,2025-04-08T15:37:44,,,5.14.2
bbd67dcd-711b-4267-ad78-b0b6b33b8db0,Lucas Nainggolan,terimakasih banyak abangku aplikasinya 😁🔥,5,0,2025-04-08T15:25:36,,,5.14.2
dbd781e6-e72b-4442-8ec9-e29a59cff103,Susanto Probo,"penjemputan cepat,dryver ramah",5,0,2025-04-08T15:23:06,,,5.14.2
8e84b652-270a-4398-84e0-8caeb4b089c6,Leni Lubuklinggau,lebih mudah saat memesa👍👍,5,0,2025-04-08T15:20:54,,,5.14.2
68fda9de-8dec-4fe9-80c6-42979950f87e,Budi maN,"sayah mau login cuman no hp nyah hilang d nomer hp yg terdaftar dan hilang no hp nyah,,masih ada saldo nyah,,sayah mau login lagih ke no ituh susah banget buat laporan malah d bilang no hp sudah terdaftar sayah juga tau,,maksud sayah gimana cara nyah untuk masuk lagih ke akun yg no hp nyah hilang soal nyah masih tersisa saldo,,malah tangapan nyah no hp sudah terdaftar Mulu gimana ini mah",5,0,2025-04-08T14:55:15,"Mohon maaf, Kak Budi. Terkait kendala nomor HP yang hilang, silakan mengakses halaman bantuan login di aplikasi Gojek dengan klik ikon (?) di pojok kanan atas, klik ""Saya tidak bisa mengakses nomor handphone"" > pilih artikel yang sesuai dengan kendalamu. ^Miko",2025-04-08T14:45:48,5.15.1
ebf4974d-cc6e-4354-9adb-caed2806c299,Siti Nurkhizah,"lama drivernya sering tiba tiba cancel pokonya buat di daerah Tanggerang, Jayanti,Balaraja gak nyaranin banget lalai plis ini bad bngt penuh emosi gw dh nunggu Berjam jam",1,1,2025-04-08T14:53:23,"Hai Kak Siti, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membatalkan pesanan saya"" pada kolom pencarian ya. ^Melisa",2025-04-08T16:48:29,5.12.1
d0d4c613-9b37-43a0-a692-5c3f0a46c62d,Aqila Kinar,apknya bagus,5,0,2025-04-08T14:35:42,,,5.14.2
b77e778f-5dac-4482-b309-c39f1854dfca,kinannn,gila banyak bgt vouchernya,5,0,2025-04-08T14:29:11,,,5.14.2
d418c6ba-d620-4c81-9d21-0d3990d1106c,sempega rogojampi,"makin ksini makin lama pesanan gofood,da harga dinaikin,ongkir jg. trnyata skrng malah dbikin double pesanan driver makanya lama. Gak bs tracking driver sampai mana. Ribet.",1,1,2025-04-08T14:26:14,"Hai Kak @Sempega, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Melisa
",2025-04-08T16:46:25,5.14.2
3d6fca57-9c9c-4270-a674-a406eb24ec93,Anton Hermawanto,"selalu menemani di setiap kita membutuhkan, mantep pokonya",5,0,2025-04-08T14:17:45,,,5.15.1
17bb63d3-d8f1-43a2-a964-52647664bd99,Andri,memudahkan,5,0,2025-04-08T14:12:27,,,
0433603b-943e-4f33-b727-5d84efe00c48,anandanairaarifatunnisa,"sering ga dapet driver, mana lagi keburu buru",1,1,2025-04-08T14:09:14,"Mohon maaf atas kendalanya, Kak Ananda. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Melisa",2025-04-08T16:43:04,
