reviewId,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,version
dc4bb6bf-c9eb-4fd0-b560-c1590ce63622,Asep Sentot Setiady,Sangat membantu apk ini,5,0,2023-09-24T07:59:58,,,
d545c80c-0ea8-4f0b-9557-0cb327545638,Robertus Mario Bria Seran,Aplikasinya keren,4,0,2023-09-24T07:43:49,,,
10dd21fa-bdfd-45ef-910c-becc5478f54f,pantiesshott,"udh g bisa kirim otp lewat wa, padahal saldo masih banyak, rugi banyak saldo hangus",3,0,2023-09-24T07:35:17,"Mohon maaf, Kak. Saat login, tunggu 30 detik untuk menerima kode OTP. Setelah itu, klik 'Kirim ulang kode OTP' untuk minta kode OTP baru. Jika tetap bermasalah saat login, silakan laporkan detailnya melalui email ke customerservice@gojek.com dengan mencantumkan kode psr-23-267-0135-38142 pada subjek email. ^Tria",2023-09-24T09:36:10,
88349c0d-c9fe-4a36-9a22-13848283c865,Rangga Vardhana,Banyakin lagi diskon promo yahh😁,5,0,2023-09-24T07:00:36,,,4.75.1
a709c21d-3c6b-4a63-b88a-dfea34ee83b4,nurdayat adan,Ok dan memudahkan,5,0,2023-09-24T06:44:23,,,4.75.1
e18acc73-d1c2-45a1-bf40-f8104d35dbc9,Rekky Febrando,"Tolong Aplikasinya diperbaiki lagi.. karena setelah upgrade, sering freeze dan keluar tiba2 hingga 3 sampai 4x, Padahal Hp Mumpuni, Sinyal 5G dan Wifi Sinyal juga Bagus",2,2,2023-09-24T06:33:20,"Mohon maaf atas kendalanya, Kak Rekky. Terkait laporanmu, pastikan sinyal internetmu stabil, aktifkan 'App Permission'/'Izinkan Aplikasi', lalu logout kemudian login kembali. Jika masih berkendala, silakan laporkan detailnya melalui email ke customerservice@gojek.com dan cantumkan kode psr-23-267-2333-120071 pada subjek email. ^Tria",2023-09-24T07:33:44,4.75.1
6ad886d6-fa27-431a-b453-05c79ddb8fd7,Ponimen,"GO-JEK makin lama semakin mahal ongkir ny sy pengguna lama sangat kecewa. Sekarang saya kalau naik bike bagus in driver/maxim Kalau order food bagus Shopee Kalau antar paket pribadi bagus Shopee dekat cumn 10k ad potongan ny lg 2k, kalau gojek dekat 13k mahal baget.ayo pengguna gojek saat ny pindah ke aplikasi lain yang lebih murah",1,1,2023-09-24T05:08:47,"Mohon maaf atas ketidaknyamanannya, Kak Ponimen. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Tria",2023-09-24T07:35:24,4.75.1
a62ede56-4d17-452e-bac1-182a0ba48b12,Alfis Ramdonius Mukti,"Gojek semakin, brkembang dengan fitur fitur yang berguna dan sangat membantu untuk setiap pengguna nya, semoga semakin sukses dan terus berkarya untuk indonesia .",5,0,2023-09-24T04:19:08,,,4.75.1
d3e0d81d-d87a-45e5-8fe6-597ad01804d8,Laurencius Raphael,Tolong di didik driver nya biar ga galak ke customer. Hehe,1,0,2023-09-24T03:46:38,"Hai Kak Laurencius, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2023-09-24T08:45:40,4.75.1
1ebb648b-9c9d-4731-bdd1-4ed430945c9b,Akbar Ahmarianto,"Tolong untuk jam malam hari di himbau itu karyawannya supaya kalk ketiduran apk di off kan, cape banget nunggu 3x dapet driver udah tidur, masih banyak orang lain yg mau ambil",3,5,2023-09-24T01:46:05,"Hai Kak Akbar, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2023-09-24T09:26:45,4.74.3
7d112d15-0e68-4e90-a499-61d87f2b07b7,Adul L,"Maunya ngambil yang mahal"" doang , ampas bngt gua tau nyari duit susah masa ngambil orderan deket aja ga mau . Bukan nyalahin apknya tapi emang driver nya sombong sombong",1,0,2023-09-24T01:35:49,"Hai Kak Adul, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila kamu memiliki kendala terkait layanan Gojek, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2023-09-24T08:30:40,
806d870b-7ef7-4d34-b045-7e813371e91b,Divo Hidayatulloh,"emang sih Modeh Hemat di GoFood bagus , tapi masa iya gua yg laper mesen makanan pakai mode hemat estimasi nunggunya sampe 1 jam .. hellow jek gw pesen onlen biar praktis dan cepat bukan malah nunggu lama .. #UninstallGojek",1,0,2023-09-24T01:08:49,"Hai Kak Divo, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2023-09-24T07:57:40,4.75.1
5421bdfb-2840-4235-9350-74aa2e9b2570,MYG ID,setelah update kenapa g bisa cek posisi driver dimana?,3,0,2023-09-24T00:45:50,"Hai Kak, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2023-09-24T09:24:16,4.75.1
d2fa0318-1bd4-457f-a0d8-7fa869cea1e9,Novia Lim,"Aplikasinya sebenarnya bagus,tapi ada yang bikin saya tidak nyaman dan kecewa pada metode pembayaran scan awalnya pembayaran scan bisa dipake tapi pas saya mau pake lagi gk bisa malah keluar peringatan "" wah,aplikasi belum bisa lanjut,mungkin fiturnya belum ada buat kamu atau aplikasi perlu di update dlu"" Saya udh update tapi masih aja gk bisa dipake...!! Knp yaaa kok bisa gtt???",3,140,2023-09-24T00:33:53,"Mohon maaf atas kendalanya, Kak Novia. Terkait hal ini, pastikan akun GoPay kamu tidak sedang dibekukan. Jika masih tidak bisa, silakan laporkan melalui menu Bantuan > ketik ""Saya tidak dapat menggunakan GoPay"" > isi formulir dan cantumkan kode psr-23-267-0128-130038 di bagian 'Ceritakan lebih lanjut'. ^Tria",2023-09-24T09:28:24,4.75.1
90df2694-e807-4a62-a000-36a6ac0af790,Muhammad Yusuf,Pengalaman perjalanan yang menyenangkan,5,0,2023-09-24T00:22:32,,,
a25596c3-bf3d-49f8-a77e-a39392bc28cc,erlandi erlan,"semoga dngn kedepannya klrga atwpun mitra gojek semakin rame dn serta lancar rejeki plus orderannya,",5,0,2023-09-24T00:19:55,,,
b0f3dc6c-b1b6-4569-a5ae-fb0751a7be20,Ismet Rozandar,membantu Sangad,5,0,2023-09-24T00:19:26,,,4.75.1
4dd339d3-c499-42b0-bd5d-f12c5a15217e,Rahmad Siregar,Mantap,5,0,2023-09-24T00:16:47,,,4.75.1
5db618ef-4771-4c86-9db3-5054b2e72445,AgusN 2815,Oke lah...mantap,5,0,2023-09-23T23:45:08,,,4.75.1
eebb8291-2873-4eff-952a-53e95b525334,Rudiana,Mantap,5,0,2023-09-23T23:40:52,,,4.72.1
d26100f6-e8b7-4f0f-9a54-35e6f1211eb4,Taufik Taufik,pokoknya mantaaapp deh,5,0,2023-09-23T23:30:21,,,4.74.2
ecac8e4f-0283-4708-ac85-bd2615d344a4,shandy morse,Udah argo goceng tips aja pada pelit,5,0,2023-09-23T23:13:35,,,
1399884d-77eb-430b-9295-1fea26514fd8,Heni Anggraeni,Terimakasih gojek unk all membantu meringankan beban termasuk kirim gosend dll.sangat berguna,5,0,2023-09-23T23:07:07,,,4.75.1
0d597daf-a8d9-4fce-ab37-d40312861ff6,Utamaok 715,Respon csnya gak ada cuma laporan aktif harusnya kalo memang perusahaan besar bisa langsung respon bukan cuma di tinjau doaaang kecewaaaaaaaaaa,1,1,2023-09-23T22:56:56,"Hai, mohon maaf untuk kendala yang dialami. Silahkan untuk me-refresh aplikasi Gojek/GoPay terlebih dahulu. Apabila masih mengalami kendala yang sama atau ada kendala lain pada akun GoPayLater kamu, kami sarankan untuk mengirimkan email ke support@mab.co.id. ^Tria",2023-08-06T23:07:37,4.75.1
73e3eba7-ebb9-462f-b32e-1ca2dab4719a,Alfiah Alfiah,Aplikasi diperbaharui mlah gabisa manntau driver udah dmna apalagi pesan makann...kya dlu lgi aja lahh skrqng mlh gabisa mantau driver,1,0,2023-09-23T22:55:39,"Hai Kak Alfiah, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2023-09-24T08:08:57,4.75.1
67f96b4f-4055-49d3-9b09-297f8f4d3a81,Fadillah Aly,Lu ngga kasian apah sama driver lu bawa kendaraan tuh tarohan nya nyawa masa cuman lu hargain goceng argo nya per satu orderan ngga ada hati amaat lu mentang2 orang lgi butuh duit lu manfaatin sampe kaya gitu 😌.. ...,1,0,2023-09-23T22:47:18,"Hai Kak Fadillah, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi GoPartner Anda. ^Tria",2023-09-24T08:05:15,4.75.1
9c0aa24a-04a5-414b-8549-f480ef23f49d,Cheryl M,"Tukang ojek ga laku org lg jln,duduk,berdiri nawarin ojek mulu tanpa aplikasi",1,0,2023-09-23T22:45:03,"Hai Kak Cheryl, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2023-09-24T08:55:28,
ba441915-25da-451a-b552-ef35a0aec24f,Asmaul Studio,Mantap,5,0,2023-09-23T22:27:13,,,4.75.1
691a9e56-6143-4bcd-8238-1985f2b08ddb,Raffa Official,Baik,5,0,2023-09-23T22:24:56,,,4.57.1
1e194280-0a70-4758-be51-7b5a868ec8e2,Hadi Wiratno,"Makin lama gojek semakin menindas driver, yang di FIKIRKAN untung besar tanpa memperdulikan nasib mitra driver",1,0,2023-09-23T22:17:06,"Hai Kak Hadi, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi GoPartner Anda. ^Tria",2023-09-24T08:00:06,
22bf30a1-6b17-4825-8f65-b8c511b958d5,Agung pradipta,sangat membantu,5,0,2023-09-23T22:13:03,,,4.75.1
