reviewId,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,version
a39b874f-a16a-45d6-9a4e-2739ff63d657,Rizki karimah Karimah,banyakin promo nya dunk biar tambah oke,4,0,2025-09-16T17:53:45,,,
d5437cb7-34c1-48e8-aac0-92550ab91820,Siti Aminah,Mantap sangat suka trimakash👍,5,0,2025-09-16T17:36:05,,,5.31.2
9105ccb8-fcc9-4901-8e8d-5b3c88bb1f84,Devi Victor,menggunakan go Food bisa kedodoran banyak pungutannya,2,1,2025-09-16T17:09:16,"Mohon maaf atas ketidaknyamanannya, Kak Devi. Fokus GoFood secara keseluruhan adalah untuk terus memberikan pengalaman kuliner terbaik bagi pelanggan. Biaya Pemesanan dan Biaya Jasa GoFood digunakan untuk meningkatkan layanan kepada pengguna aplikasi, termasuk pengembangan layanan melalui inovasi dan teknologi. ^Miko",2025-09-16T17:54:25,5.31.2
07e9a497-5f3b-4ad1-9c12-4e6db8e1c2ef,Habibi Mohammad nasheh,kenapa yaa cek in aplikasi gojek berubah dari seribu perminggu nya jadi 600 perak,1,1,2025-09-16T16:56:33,,,5.31.2
9058a72c-218a-458e-b7a6-0b69c2109feb,M2104 Peace,"Dear gojek, bisa ga sih fitur lgsg ordernya di matikan saja?! sangat mengganggu, Kalau mau order bike atau car, perlu menyesuaikan titik malah lgsg order. It's inconvenient.",4,4,2025-09-16T16:54:31,,,5.31.2
8ae99c44-3799-4f31-83ca-c539c2ab80c0,romlah nazwa,Alhamdulillah selama ini aman² aja ngga ada masalah,5,0,2025-09-16T16:54:20,,,5.31.2
4531b1c3-ce32-46e0-a384-1dce0899f32d,ernika feby,aplikasi buruk,1,1,2025-09-16T16:42:10,,,5.31.2
c267d690-8da0-4651-bc17-7810591d963b,Ahmad Syopari,mantep,5,0,2025-09-16T16:31:39,,,5.31.2
22a5a652-a164-41e6-8563-ee1717ecefff,Zakia Sulaiman,"Good, Ramah Drivernya",5,0,2025-09-16T16:27:27,,,5.31.2
2c68ef44-8f16-4e56-ba0f-048daf430319,Sumayyah Nurzahra,"kadang di estimasi waktu, gojek sampai 2 mnt lagi, gak taunya lama sekali, kadang sampai 4mnt, padahal tujuan pesan gojek itu ya biar hemat waktu, dan semua sudah diperhitungkan. entah karena drivernya ngopi dulu, atau sikapnya yang ""mengenyampingkan"" pekerjaannya, atau justru memang salah dari perkiraan waktu ini. tapi berdasarkan pengalaman saya, kebanyakan drivernya ini setelah dapat orderan justru gak langsung berangkat, ada yang ""mangkal atau nongkrong"" dulu. semoga mjd pertimbangan.",1,31,2025-09-16T16:01:32,"Hai Kak Sumayyah, mohon maaf atas ketidaknyamanannya. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Driver menjemput terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko",2025-09-16T17:50:43,5.31.2
2454739d-273b-47bc-9574-7eecc8e9a4e7,Arief Wicaksono,pengiriman cepat dan barang Aman,5,0,2025-09-16T14:50:44,,,5.20.1
10eb9efe-a2b9-4234-bb87-56a252b1a361,satrio hack,"September s nya apa?siap antar apapun kebutuhan kalian, pokonya jangan lupa download dah nyesel nanti kalau ga download,udah sih gitu aja😄",5,0,2025-09-16T14:40:16,,,5.30.1
937f4fea-ebee-4249-903f-e5eb6051fd84,Rohmatul Nazilah,mantap...promonya kurang banyak.. banyakin lagi ya,5,0,2025-09-16T14:22:38,,,5.31.2
e879f9a8-04d0-4900-ba63-b80229fcaf5a,Risang Suryo,"bayar gopaylater/gopinjam gak pernah telat.. lama gak pake pengen belanja pake gopaylater (limit masih banyak) setelah pesen2 eh keblokir,dibilang skor kreditnya jelek karena ada tunggakan di pinjol lain. blokir juga aja gopinjam saya sekalian.",1,5,2025-09-16T14:12:02,"Hai Kak Suryo, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-259-0942-08622 di subjek email, ya. ^Miko",2025-09-16T17:42:22,5.31.2
44819c42-e45e-4739-ac5b-ceb261b0f8ae,Alkahfi Aulia,aplikasi sering error gk bisa di telp/chat driver. harga berubah antara pesan dn ketika datang,1,1,2025-09-16T13:40:27,"Hai Kak Aulia, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko",2025-09-16T17:39:55,
0c95c561-7ddd-4409-a8cd-4e9cb200a43b,Biawak Batam,gopaylater saya sudah aktif tapi kenapa tidak bisa di pakai ya,1,1,2025-09-16T13:30:52,"Hai Kak @Biawak Batam, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-259-0937-57243 di subjek email, ya. ^Miko",2025-09-16T17:38:29,5.31.2
c48904af-e827-40ba-aaba-e37d4a8f1f9b,Vera Osiana,aku suka meski aku di Singapore tapi masih bisa pesan makanan buat yg di indo,5,1,2025-09-16T13:30:11,,,5.31.2
179a20ce-cf8b-4905-91a5-672ed5e78d30,Yosua Gersom,Bagus 👍 cepat dan pengemudi ramah,5,0,2025-09-16T13:22:40,,,
9de75a80-0706-4b24-be1b-cc9c2713d603,TOURS & TRAVEL,slalu mantap..,5,0,2025-09-16T13:22:35,,,
3d72fbc9-67b3-4157-a487-c5b120b75d8a,Petrus Prani,pelayanan bagus,5,0,2025-09-16T13:08:04,,,5.32.1
d6da84c3-946a-4fb0-821a-b060c7bd4207,Laklak Lau,sangat membantu,5,0,2025-09-16T12:55:13,,,
ed333dd7-00b9-4bd1-b89e-8887ca9ccee9,Suhartik 2021,"Alhamdulillah service memuaskan, saya selamat sampek rumah, sehat walafiat tdk kurang suatu apapun, terimakasih.",5,0,2025-09-16T12:52:16,,,5.31.2
3ca2272e-1835-4aab-8451-c5290eff7ee3,digidaw 0254,"baik , tpi paylatter diblokir sepihak sedangksn tidak ada cicilan apapun",5,0,2025-09-16T12:47:10,,,5.31.2
d188bc71-e8e2-4c16-bbf5-ff5106305c10,Tarodek Tarnodek,mantap beneran..dan sangat membantu,5,0,2025-09-16T12:06:02,,,5.31.2
f5e38f4d-40fd-49be-90a1-1323be837830,Faizal Rizky,uang saya balikin tiba tiba upgrade gojek plus saya tidak pernah melakukan transaksi itu,1,1,2025-09-16T11:57:37,"Hai Kak Faizal, mohon maaf atas ketidaknyamanannya. Untuk membatalkan paket Gojek PLUS, silakan bisa buka halaman Promo di aplikasi Gojek - Pilih menu Langganan - Pilih paket Gojek PLUS - Di bagian bawah halaman, klik tombol Batalin langganan, lalu ikuti prosesnya hingga selesai. Semoga informasi ini membantu ya. ^Miko",2025-09-16T17:34:37,5.31.2
ae702051-d66d-4d60-b454-57d1cc52918e,Handy Syahrial,cepat dan mudah,5,0,2025-09-16T11:47:55,,,5.31.2
ddc595f5-5867-4dd2-861c-5838e32b430a,Puryanti Yanti,Alhamdulillah sangat cepat saat penjemputan,5,0,2025-09-16T11:36:39,,,5.31.2
cdb91c2d-1e01-4f92-a001-cc528016dafd,Wayan Suryantini,Senang,5,0,2025-09-16T11:33:50,,,5.31.2
42b06fe0-4b5b-412d-8d81-68674e436b47,Wildan Wijanarko,sangat Bermanfaat,5,0,2025-09-16T11:24:31,,,5.32.1
5b2804f1-9f68-4e37-bb5a-4bc42625ee3c,Fauzi,Sensor QRnya buruk gak bisa nangkep QR padahal pas pake app pembayaran lain mereka nangkep QR nya. kadang gak nangkep wifi juga padahal Wifi-nya lancar dan app lain bisa dipake.,3,3,2025-09-16T11:21:08,"Hai Kak Fauzi, mohon maaf atas ketidaknyamanannya. Pastikan jaringan internet yang digunakan stabil dan posisi kode QR yang dipindai sudah sesuai. Jika masih berkendala, laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Tidak bisa transaksi di Rekan Usaha"". Semoga informasi ini membantu kamu ya. ^Miko",2025-09-16T17:32:10,5.31.2
f3372f98-fb07-40d4-9e75-f3ce8ac57f68,Abdul Hamid,Aplikator anak bangsa yg diambil alih asing makin banyak potong alhasil pendapatan driver berkurang drastis,1,1,2025-09-16T11:20:18,"Hai Kak Abdul, mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Miko",2025-09-16T17:29:54,5.23.1
23e81d94-91e3-4404-b001-5cb88e61cfb5,Mali Indonesia,mudah dan lancar,5,0,2025-09-16T11:06:51,,,5.31.2
5864d707-ec3e-491d-a67f-124d12b4e87f,Fifin Febriani,"aplikasi ini pembatalan nya susah, saya sdh cepat2 tekan batal karena saya terpencet dan blm masukin promosi, saya sdh 2kali mengalami hal seperti ini, tolong gojek buat aplikasi pembatalan itu bisa digunakan bukan tiba2 tidak bisa dibatalkan.kadang kita bisa saja terpencet asal.",2,5,2025-09-16T10:27:32,"Hai Kak Fifin, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Saya perlu membatalkan pesanan"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko",2025-09-16T17:26:01,5.28.2
fa894a0f-501e-4ed0-8d4c-b0f74b0c2e92,Ipeyk Kipey,Udah 3 tahun saya memakai gojek...,5,2,2025-09-16T10:19:32,"Hai Kak @Ipeyk Kipey, mohon maaf atas kendala yang kamu alami terkait GoPay Pinjam. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com dan cantumkan kode psr-24-165-0746-500081 di subjek email, ya. ^Tria",2024-06-13T15:46:58,5.31.2
0b2fd7f6-3fe3-4b30-98bc-78d708854182,hendy aprianto,baru kali ini menggunakan gofood sangat luar biasa cepat nya,5,2,2025-09-16T10:17:31,,,5.31.2
0324e14a-d70b-4b3c-91f7-e5bc57c2f919,Bandri Ria,oke membantu,5,0,2025-09-16T10:16:03,,,5.31.2
8541486b-ed6c-469b-948d-16030429f89a,07 Carissa Binta Tsany,Terima kasih selama ini sudah nganterin dan ngasih kemudahan,5,0,2025-09-16T09:37:08,,,5.31.2
b5df4339-23b3-4f5f-b44a-97bb71dd7868,Dede Arsiani,Pengemudinya baik2 dan sopan,5,0,2025-09-16T09:29:31,,,5.31.2
ad19bf4b-9577-40f4-8cfa-314b758bb6ad,pujianton Pujianton,driver Pandaan ramah sat set,5,0,2025-09-16T09:17:44,,,5.31.2
326e4d85-451e-4634-94d0-afe0bf5d0c28,Sandi Tams,mantab,5,0,2025-09-16T09:07:36,,,5.29.2
36f739ce-e02a-4756-8e32-9d31990cd5b5,Dwi Larasati,tolong potongan ke drivernya jangan banyak kasian tau.,5,0,2025-09-16T08:51:15,,,
2add78fc-0529-4a52-a5b7-a41a9135750e,Nadhira Azmifelisha,sangat membantu,5,0,2025-09-16T08:42:53,,,5.31.2
05a31073-6271-4459-8862-e642756afb3b,su narko,aman buat antar anak sekolah,5,0,2025-09-16T08:05:33,,,5.31.2
ae74c65d-1c03-4795-8e08-dbf0bc7c6855,Sulaeman Leman,"driver yg dekat aja banyak kenapa slalu di kasih yg jauh, ifisiensi waktunya jelek bgt",1,1,2025-09-16T07:42:57,"Hai Kak Sulaeman, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2025-09-16T17:21:02,5.30.1
f81d9f16-5007-4695-ab43-290ffedb5699,Ica Wolf Ica,aku sangat senang bukan hanya penjemputannya yang cepat namun bapak-bapaknya juga sangat asik,5,1,2025-09-16T07:31:07,,,5.31.2
