reviewId,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,version
f7836d63-b6bb-4b0e-89d1-4b4996b440d0,Ottoy Mament,Mhembantu masyrakat ketika urgent,5,0,2024-08-06T20:30:52,,,4.92.1
89782dda-b5cb-4013-aacc-45659ff0af46,Nur Samsi,"Beberapa kali pesan gofood, item kurang atau keliru. Entah restonya atau drivernya yg salah",1,0,2024-08-06T20:23:14,"Hai Kak Nur Samsi, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Pesanan GoFood yang saya terima kurang/tidak sesuai"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Oca",2024-08-06T20:51:41,4.92.1
caad7219-c878-4e4f-bb02-d650fd09132e,Aksara,Lokasi titik jemput yg tidak bisa dijangkau. Ngerepotin para driver dan juga membuang waktu buat menunggu driver karena titik jemput tidak bisa dijangkau.,1,0,2024-08-06T20:11:06,"Hai, Kak Aksara. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Oca",2024-08-06T20:44:28,
ec631cd3-70a7-441e-a9e8-556a25e902bc,Yuli Yani,banyak diskonnua,5,0,2024-08-06T19:50:11,,,4.92.1
634ae617-86d8-40d1-aa13-09b9aae6b231,Bam Kus,"Pelayanan Minus, Kendaraan Mitra Rata Rata ga terurus.",2,0,2024-08-06T19:46:24,,,
e265cddc-677e-4112-b219-d498a0795a5f,Onii Hentai,Promo nya dikit bau,1,0,2024-08-06T19:45:12,"Hai Kak Oni, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku ya. Apabila kamu mengalami keluhan, silakan laporkan melalui menu Bantuan di aplikasi Gojek atau GoPay agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya. ^Oca",2024-08-06T20:25:22,
b56adf3c-62bf-4b56-80d5-3aab5652189a,Boy andrey,membantu,5,0,2024-08-06T19:41:39,,,4.92.1
67d8a199-0368-4a21-b3c6-6923ea8e8f3d,KINAR Jaya,Terimakasih Ya .,4,0,2024-08-06T19:41:31,,,4.92.1
5bb42655-be06-41f5-a924-3aeb65b21fcc,Rghrutti Maryam,"Walupun jarang pakai,sesekali perlu ada saya pakai.dan membantu sangat",3,0,2024-08-06T19:37:09,,,4.91.1
4c0af41d-e99d-46d5-8c85-e72024fc3896,Fg88 Gi88,Bagus banget sumpahhhh👍👍🧢🧢🧢🧢,5,0,2024-08-06T19:35:55,,,4.92.1
8bed7a32-64c4-44c3-8173-9f9fd3843ac9,Kamall _037,Pasti ada jalan,5,0,2024-08-06T19:34:07,,,4.87.3
