reviewId,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,version
87b7c5eb-9296-45a1-9fca-a1c2d50bb7cf,Sari spa Sari,Terimakasih Go-Jek sudah membantu ku dengan baik 🙏,5,0,2024-08-01T09:34:25,,,4.91.1
5e491259-747e-4718-8ed1-1d9e5c0d2bb2,Dewa Robet Hartawan,Sangat membantu saat dibutuhkan,5,0,2024-08-01T09:26:01,,,4.91.1
8d882ff9-4133-412c-ae18-617ae1c1e9ed,Moch Ichsan,cukup membantu d waktu sibuk,5,0,2024-08-01T09:07:02,,,4.92.1
dfc0a5cd-7c20-4171-be5b-a9fa6b98c85a,satya nurdiansyah,"Makin kacau,paylatter sudah tidakk bisa untuk belanja online di tokped..!!",1,5,2024-08-01T09:03:48,"Hai Kak Satya, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-24-214-0137-12086 di subjek email, ya. ^Ve",2024-08-01T09:37:26,4.92.1
0e80e740-9904-4dde-a796-90ab0ad4da85,Ridha Fadilah,Baik dan ramah,5,0,2024-08-01T08:57:22,,,4.91.1
64b70394-1ea6-44d6-bad3-bfed983a988d,Squirzell,"aplikasi kurang terpercaya karena tiba tiba aplikasi memesan gojeknya sendiri, padahal saya tidak memesan apapun",1,0,2024-08-01T08:36:58,"Hai Kak Ambo, mohon maaf atas ketidaknyamanannya. Mengenai kendala tersebut, silakan laporkan melalui menu Bantuan pada aplikasi Gojek agar tim kami bisa bantu cek, ya. Kami tunggu detail permasalahannya. ^Ve",2024-08-01T09:35:50,
c5f979ac-9116-4ccd-a7bf-b19d7bafa9f6,Alulla Casmira Paradisa Lula,Keluhan sangat cepat ditanggapi.,5,0,2024-08-01T08:34:12,,,4.91.1
6bbf4a0e-254b-43fc-84b6-6e3f83bc941c,Hera Marsa,Membantu,5,0,2024-08-01T08:19:34,,,4.91.1
54946df8-4d53-4198-8c10-64343f09316f,yamin naminasae,"Mantap,pertahankan",5,0,2024-08-01T08:16:42,,,4.92.1
e757eade-13f6-42ad-9c4d-39cdf34ac974,Anita Ikawati,Aplikasi keren dan bagus memudahkan kita melakukan mobilitas walaupun tidak mempunyai kendaraan sendiri,5,0,2024-08-01T08:07:20,,,4.89.1
80f68e57-1d68-4dc0-8923-25abd9ea2da9,Abdul Muttaqin,Terima kasih,5,0,2024-08-01T08:00:58,,,4.91.1
9044ae03-5c8b-4b0f-948d-4f14b092f203,Faris Subhan,Mantap,5,0,2024-08-01T06:51:54,,,4.92.1
254f2fe7-a359-498b-8df2-9b156f890a95,Ali Mufti,Gak pake ribed,5,0,2024-08-01T06:37:05,,,
b0755e77-1d35-40a3-b9ae-634097e21db0,Paris Paris,Biar bintang yg ngasih tau,1,0,2024-08-01T05:47:34,,,4.91.1
6d75809e-5954-4e76-a54d-0854ed87133e,Eka Prayitnoc,pertahankan,5,0,2024-08-01T05:05:26,,,4.92.1
a9c50e1f-773b-488b-b4b7-9761bb930822,Ahmad Soderi,Baik dan mudah,4,0,2024-08-01T04:25:34,,,
dfcc597b-3a65-41c1-afef-0d531afbb28c,nanda,Mntap,5,0,2024-08-01T02:16:24,,,4.91.1
82c2a8be-9766-49ad-a07b-360fcfc9aaf4,Jusman Nuheri Salama,Kapan nih fitur chat sama driver di adain tkd best,5,13,2024-08-01T01:56:42,,,4.91.1
298af062-c1be-4d22-a98e-40d06ed3be21,Angga Cring,Kenapa saya tidak bisa pakai akun gojek ini admin. Mohon di bantu yah.agar saya bisa mengunakan aku gojek ini,5,0,2024-08-01T01:33:04,,,4.92.1
974b6692-3e6b-46fd-8bbe-f73825af7bbb,Sanjiro vlod charlie,Pengantaran cepat..trims,5,0,2024-08-01T01:10:31,,,4.91.1
d9b6050c-c6dd-440e-a6bc-828a9f4cd9e4,bambang Akrom,Kenapa GK ada driver nya padahal saya sudah jadwalin pada jam 23.50 yg disediakan,3,0,2024-08-01T01:05:04,"Mohon maaf atas ketidaknyamanannya, Kak Bambang. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Ve",2024-08-01T09:23:44,4.91.1
1d902bcd-3e35-4d8e-b76c-4b084a44ac85,Ahsan Gunawan,"Mempermudah dalam bertansportasi, dan saat ingin pesan makan di waktu sibuk",5,0,2024-08-01T00:58:23,,,4.92.1
59b2194d-f415-4f42-9233-513ccf8356ef,Fariz Muhammad Aditya,Kenapa dah lama jarang ada diskon? biasanya dulu setiap hari diskon mulu gofood.,3,0,2024-08-01T00:47:40,"Hai Fariz Muhammad Aditya, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu.^Meta",2022-07-26T11:33:26,4.90.2
cb81fbc1-330d-45e3-9bf4-ff5339e42790,Hana Betsda,membantu untuk transportasi dan banyak diskon,5,0,2024-08-01T00:34:55,,,4.91.1
44126d71-ead9-4f1a-a0dd-090c73be2dd6,Ronal Edward,"Skrng gojek makin ribet, pesenan ada menitanya harus sesuai menitannya,nyesel download gojek dlu gak seribet skrng. 😂",1,0,2024-08-01T00:17:42,"Hai Kak Ronal, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2024-08-01T00:59:56,4.92.1
c5891831-060e-4dc3-ba61-f1a18738b9e5,Emre Baskoro,"Kasihan driver sekarang, dapat cerita dari driver yang tadi antar saya dari jakarta ke bogor, katanya sekarang menu setting tujuan hanya bisa dipakai setelah jam 7 malam. Akhirnya saya minta diantar kembali dari Bogor ke Jakarta jam 5 sore, tapi tidak pakai aplikasi, katanya takut gak dapat arah pulang karena sudah kemalaman. Saya rasa driver2 suka bertindak semaunya karena memang keadaan semakin sulit.",1,0,2024-08-01T00:14:49,"Hai Kak Emre, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2024-08-01T00:58:42,
66e7f341-db2f-4685-8100-66967fdec012,Dimas Aditiya (Dimas),"Aplikasi rusak, udah seminggu server padat merayap terus gabisa order",1,0,2024-07-31T23:37:42,"Mohon maaf atas kendala yang dialami, Kak Dimas. Sebelum bertransaksi, pastikan sinyal internet bagus dan sudah pakai aplikasi Gojek versi terbaru, ya. Jika masih berkendala, laporkan melalui halaman Bantuan di aplikasi > ketik ""Tidak dapat melakukan pemesanan"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Tria",2024-08-01T00:55:34,
00be7d4f-1d3a-46ce-87e3-7bb48edc16d3,galih iqbal permana,Simple bagus mudah di mengerti dan dipahami,5,0,2024-07-31T23:35:59,,,4.92.1
c4de4c44-6ddc-4a24-b5fa-1c5f3f095933,Medan Kota,Gojek selalu dihati,5,0,2024-07-31T23:28:56,,,4.92.1
575ff017-1a6e-4ca1-92ea-515f50a030ee,Danang Aji,Joss sangat membantu,5,0,2024-07-31T23:22:06,,,4.91.1
85f51040-6e2f-4634-aee7-d8c48c89e9fa,Dedi Yusup,Mantap,5,0,2024-07-31T23:08:14,,,
2607565c-4985-48b4-aa94-9a720ecae6a9,Joshua Efrat,Bagus ga pernah kecewa,5,0,2024-07-31T23:03:44,,,4.92.1
b6f3a6a1-d2ac-413c-82ab-d72d252fbefa,Denniez Uciha,percuma ada fitur gopaylater ... tiba2 ga bisa dgunain.. malah harus nunggu 30 hari .. heran kok gini amat .. perasaan pembayaran selalu tepat waktu ... udah sering gini terus ...,1,0,2024-07-31T22:52:09,,,
2210f3ad-b47c-4041-b1ee-6712d64bb66a,Berry Budyasmoro,Layanannya baik,5,0,2024-07-31T22:51:07,,,4.92.1
4b72b7a5-2989-4d53-b7c3-aec33d746d20,Reni,"Saya ga masalah sama aps gojeknya, tapi saya ga suka iklan pop up gofood yg sering muncul pakai model ibu2 itu. Ga paham juga konsepnya gimana pakai ibu rumah tangga dengan gofood. Udah muncul di youtube, tiap main game iklannya ada wajah ibu2 itu. Ga masalah pasang iklan dimanapun, tapi saya ga suka liat pop up ibu2 itu dimana2. Saya bakal ganti rating 5 kalau kontrak model iklannya dah diganti.",1,19,2024-07-31T22:25:59,"Hai Kak Reni, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2024-07-31T22:43:31,4.91.1
933e9f47-28a9-4533-a46c-48f824dd1ede,ridho Zikri,Sangat membantu,5,0,2024-07-31T22:20:00,,,
